,0,1,2,3,4,5,6
573,14,4,-1,2,21,25,0.25427828928
574,14,4,-1,6,17,25,0.274142850538
575,14,4,-1,10,16,25,0.211242375107
576,14,4,-1,18,18,24,0.334572156756
577,14,4,0,2,225,284,1.99505353097
578,14,4,0,6,193,280,1.75897596924
579,14,4,0,10,183,276,1.88389291206
580,14,4,0,14,170,272,1.72342980652
581,14,4,0,18,163,268,1.75242104429
582,14,4,1,2,235,284,2.30580001705
583,14,4,1,6,191,280,2.04946774055
584,14,4,1,10,191,276,2.04770267415
585,14,4,1,14,178,272,1.73866039173
586,14,4,1,18,167,268,1.67407977658
587,14,4,2,2,231,284,2.39182088439
588,14,4,2,6,199,280,2.1828960746
589,14,4,2,10,191,276,2.04076686133
590,14,4,2,14,172,272,1.66726184841
591,14,4,2,18,164,268,1.64049791449
592,14,4,3,2,230,284,2.40129148832
593,14,4,3,6,192,280,2.0608943916
594,14,4,3,10,189,276,1.82216073278
595,14,4,3,14,175,272,1.50103171212
596,14,4,3,18,161,268,1.39952628522
597,14,4,4,2,231,284,2.40928931503
598,14,4,4,6,197,280,2.10484741416
599,14,4,4,10,190,276,1.93226785793
600,14,4,4,14,175,272,1.61304418378
601,14,4,4,18,166,268,1.49265936668
602,18,-3,4,14,572,946,7.04436702612
603,18,-3,4,18,575,942,8.3981391721
604,18,-2,3,10,560,927,6.47326134294
605,18,-2,3,14,562,923,7.69829638257
606,18,-2,3,18,561,919,8.62841029797
607,18,-2,4,2,204,316,1.65857360824
608,18,-2,4,6,207,312,3.39174710971
609,18,-2,4,10,192,310,3.43206755696
610,18,-2,4,14,185,308,3.32048271774
611,18,-1,2,2,204,316,1.65857360824
612,18,-1,2,6,207,312,3.39174710971
613,18,-1,2,10,192,310,3.43206755696
614,18,-1,2,14,185,308,3.32048271774
615,18,-1,3,2,39,53,0.582407431753
616,18,-1,3,6,37,53,1.28107361741
617,18,-1,3,10,39,53,1.88948808598
618,18,-1,3,14,45,53,2.50920660794
619,18,-1,3,18,45,53,2.95658483009
620,18,-1,4,2,34,46,0.566126906815
621,18,-1,4,6,33,46,1.24099503106
622,18,-1,4,10,34,46,1.77906593843
623,18,-1,4,14,42,46,2.48432883
624,18,-1,4,18,41,46,2.89526084461
625,18,0,0,2,3,3,0.0361175488514
626,18,0,1,2,10,14,0.0798310853421
627,18,0,2,2,10,14,0.0798310853421
628,18,0,3,2,10,14,0.0798310853421
629,18,0,4,2,10,14,0.0798310853421
630,18,1,0,2,210,280,1.7241859086
631,18,1,0,6,183,276,1.41439022033
632,18,1,0,10,170,272,1.43078562275
633,18,1,0,14,169,268,1.60058764614
634,18,1,0,18,171,264,1.83243709886
635,18,1,1,2,217,280,2.12178893393
636,18,1,1,6,185,276,1.8060094617
637,18,1,1,10,175,272,1.42326597112
638,18,1,1,18,160,264,1.08012164773
639,18,1,2,2,225,280,2.02414287583
640,18,1,2,6,183,276,1.77422202282
641,18,1,2,10,166,272,1.47202560453
642,18,1,3,2,220,280,1.95402439826
643,18,1,3,6,185,276,1.70513147664
644,18,1,4,2,214,280,1.75568981406
645,18,1,4,6,181,276,1.36789949474
646,18,2,-1,2,116,183,0.603180256773
647,18,2,-1,6,120,179,0.963938313547
648,18,2,-1,10,120,176,1.29330100789
649,18,2,-1,14,113,174,1.68874654558
650,18,2,-1,18,111,170,1.39485009398
651,18,2,0,2,210,280,1.7241859086
652,18,2,0,6,183,276,1.41439022033
653,18,2,0,10,170,272,1.43078562275
